anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
1124,Seikai no Danshou: Tanjou,Crest of the Stars: Birth,星界の断章 “誕生”,7.05,"Romance, Sci-Fi","This is the story about how Dubus, Lafiel's father, and Plakia after an adventure on a mysterious, abandoned spaceship decided to have a daughter together and why Dubus gave her the name Lafiel. 

(Source: ANN)",Special,1.0,"Aug 25, 2000",UNKNOWN,Finished Airing,"Bandai Visual, WOWOW","Funimation, Bandai Entertainment",Sunrise,Light novel,25 min,PG-13 - Teens 13 or older,3771.0,6446,11,4038.0,8536,https://cdn.myanimelist.net/images/anime/12/61103.jpg
1126,Figure 17: Tsubasa & Hikaru,UNKNOWN,フィギュア17 つばさ&ヒカル,7.2,"Sci-Fi, Slice of Life","Tsubasa Shiina is a 10-year-old girl who recently moved to Hokkaido to live with her father. In school, she is very quiet and unsociable with her classmates. Then one night, she witnesses a UFO crash in the forest near her home. She rushes to the scene and finds the pilot, codenamed ""D.D."", in a barely stable condition. Also in the scene is a Maguar, a hideous alien that hatched aboard D.D.'s ship. As the Maguar is close to taking Tsubasa's life, an alien lifeform fuses with her body to form the Riberus battle armor Figure 17, which shortly destroys the alien threat. The life form takes the name Hikaru and turns into an identical twin of Tsubasa. As time passes, Tsubasa becomes more open to everyone around her, thanks to her new twin sister Hikaru. However, with Maguar eggs scattered all over Hokkaido, their ability to form Figure 17 is needed to eliminate all hatched Maguars until backup from D.D.'s home planet arrives on Earth.

(Source: ANN)",TV,13.0,"May 27, 2001 to May 26, 2002",spring 2001,Finished Airing,"Bandai Visual, Genco, MediaNet",Media Blasters,OLM,Original,47 min per ep,PG-13 - Teens 13 or older,3016.0,5394,73,3361.0,13266,https://cdn.myanimelist.net/images/anime/1862/133787.jpg
1127,UFO Princess Valkyrie,UFO Ultramaiden Valkyrie,円盤皇女ワるきゅーレ,6.77,"Comedy, Sci-Fi, Ecchi","UFO Princess Warukyure, aka UFO Princess Walkyrie is about a princess from outer space who accidentally crashes on earth, where Kazuto desperately tries to maintain the public bath of his grandfather. Due to circumstances, Kazuto receives part of princess Walkyrie's soul which forces her to stay there with him. But that's not the only problem ... because her soul lost strength, the princess transforms both mentally and physically into a little kid!

(Source: AniDB)",TV,12.0,"Jul 4, 2002 to Sep 19, 2002",summer 2002,Finished Airing,"Media Factory, Nippon Columbia, KlockWorx, Toshiba Entertainment",ADV Films,TNK,Manga,23 min per ep,R+ - Mild Nudity,4966.0,4574,49,7408.0,20020,https://cdn.myanimelist.net/images/anime/1787/133829.jpg
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,UFO Ultramaiden Valkyrie 2: December Nocturne,円盤皇女ワるきゅーレ 十二月の夜想曲,7.01,"Comedy, Romance, Sci-Fi","Valkyrie, Kazuto, Akina, Hydra, and friends are back for more when the Key of time suddenly appears along with many other mysterious happenings. All seemed to be linked to a person named ""Valkyrie Ghost"" whose only goal is stealing Kazuto for herself. As they team up against this seeming unbeatable foe they dig deeper into the mysterious past of Valkyrie's home planet, Valhalla.

(Source: ANN)",TV,12.0,"Oct 4, 2003 to Dec 20, 2003",fall 2003,Finished Airing,"Media Factory, KlockWorx, Toshiba Entertainment",ADV Films,TNK,Manga,23 min per ep,R+ - Mild Nudity,3926.0,6140,14,4310.0,9629,https://cdn.myanimelist.net/images/anime/8/22374.jpg
1129,UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,UNKNOWN,円盤皇女ワるきゅーレ 七転八倒 花嫁修行,6.79,"Comedy, Romance, Sci-Fi","The queen of planet Valhalla arrives on Earth with a virtual-world-program, called ""bride training boot camp"". They built several pairs which have to take a random card with a special situation that might occur if you are married. For instance Kazuto and Valkyrie have to make dinner, Raine and Kazuto's sister have to manage poverty or Akina and Hydra have to prepare a wedding ceremony as bride and groom (so everyone gets the most unlikely and unsuitable situation).

(Source: ANN)",Special,1.0,"Aug 23, 2003",UNKNOWN,Finished Airing,"Media Factory, Nippon Columbia, KlockWorx, Toshiba Entertainment",ADV Films,TNK,Manga,24 min,PG-13 - Teens 13 or older,4887.0,8848,1,1566.0,3697,https://cdn.myanimelist.net/images/anime/1915/133830.jpg
1130,Windaria,Once Upon a Time,"ウインダリア, 童話めいた戦史ウインダリア",6.49,"Action, Drama, Fantasy, Romance, Sci-Fi","The non-aggression pact between the flourishing maritime city of Itha and the barren military state of Paro comes to an end when the latter's greedy monarch attempts to sabotage Itha and target its riches. Following this dreadful incident, the escalating animosity on each side disturbs the happiness of Itha's princess Ahnas and Paro's prince Jill, both of whom are deeply in love.

The peaceful farmers from the village of Saki are worried as well. With their land separating Itha and Paro, they risk getting caught in the crossfire of an upcoming battle. Yet there is one among them that does not share such fear. Izu—an ambitious, energetic young man—sees this war as an opportunity to gain fame and wealth. Enticed by Paro's promise of a generous reward, he readily answers the kingdom's call for help, vowing to his beloved wife Marin that they will soon reunite.

Feeling heartbroken, Marin becomes engrossed in prayer for her husband's safe return. Meanwhile, Ahnas and Jill are determined to not let their positions or their families' hostilities come between them. But will these young people's genuine love prevail over human foolishness and vices, or will it be sacrificed to petty ambitions?",Movie,1.0,"Jul 19, 1986",UNKNOWN,Finished Airing,Gallop,"ADV Films, Harmony Gold, Streamline Pictures","Kaname Productions, Idol",Original,1 hr 40 min,R+ - Mild Nudity,6443.0,6264,29,3752.0,9212,https://cdn.myanimelist.net/images/anime/12/25497.jpg
1132,Digimon Frontier,Digimon Frontier,デジモンフロンティア,7.15,"Action, Adventure, Comedy, Drama, Fantasy","With five new kids and an exciting new mission in the Digital World, Digimon Frontier brings back all the great action and adventure of the last three seasons. Takuya, Kouji, Izumi, Junpei. and Tomoki meet each other in a train that takes them to the Digital World where a war against evil is being fought. The Angel digimon, Cherubimon, one of The three angels sent to save the World from the power-hungry Lucemon, has turned to the dark side and the entire Digital World is in peril. To fight this great battle, the five CHOSEN ONES must find the Densetsu no Spirit (Legendary Spirit).",TV,50.0,"Apr 7, 2002 to Mar 30, 2003",spring 2002,Finished Airing,"Yomiko Advertising, Fuji TV",Flatiron Film Company,Toei Animation,Original,23 min per ep,PG - Children,3312.0,1417,563,94339.0,151963,https://cdn.myanimelist.net/images/anime/1048/117727.jpg
1133,Tenchi Muyou! GXP,UNKNOWN,天地無用! GXP,7.14,"Action, Comedy, Sci-Fi","From crashing his bike to falling in lakes, Seina Yamada just cannot shake the bad luck that follows him. But his fortune begins to change when he is forcibly recruited into the Galaxy Police and ends up capturing the most pirates in the force. 

Now, Seina is no longer just the unfortunate boy from Earth; he is a man that pirates have come to fear. Despite his reputation, Seina is still the same clumsy guy, but at least he has Amane Kaunaq, a former model, and Kiriko Masaki, his long time friend, to keep him together. With their help, Seina sets out on an adventure in the hopes of becoming a great Galaxy Police Officer.",TV,26.0,"Apr 2, 2002 to Sep 25, 2002",spring 2002,Finished Airing,VAP,Funimation,AIC,Original,24 min per ep,PG-13 - Teens 13 or older,3362.0,3782,133,14402.0,30470,https://cdn.myanimelist.net/images/anime/2/20295.jpg
1135,Munto: Toki no Kabe wo Koete,Munto 2: Beyond the Walls of Time,MUNTO 時の壁を越えて,6.95,"Action, Fantasy","Two years have passed since the catastrophic event known as the ""Continent's Dropping"" from the first OVA episode. Yumemi still has not forgotten her ability to see the world above, but now she's in the last years of middle school, tests and real life take over. Unknown to the people of the world, Akuto the world still thrives, but the war rages on. In need of help, Gaz, sends Munto down to Earth once more to find the ""Girl of Destiny"" in order to save Heaven from its untimely demise. Yumemi must once again confront the world only she sees, and not even her friends Ichiko and Suzune can help her.

(Source: ANN)",OVA,1.0,"Apr 29, 2005",UNKNOWN,Finished Airing,Animation Do,Central Park Media,Kyoto Animation,Original,1 hr,PG-13 - Teens 13 or older,4194.0,5590,12,5262.0,12075,https://cdn.myanimelist.net/images/anime/12/46865.jpg
1136,Betterman,UNKNOWN,ベターマン,6.58,"Action, Adventure, Drama, Horror, Mystery, Sci-Fi","A deadly virus known as ""Algernon"" has attacked humanity with vicious meaning. At the forefront of the battle is the mystifying Akamatsu Industries—disguised as a heavy machine factory in Tokyo, this undercover organization uses neural enhanced weapons known as NeuroNoids to battle Algernon. Also helping with their secret efforts is the mysterious mutant who is only known as ""Betterman.""

(Source: ANN)",TV,26.0,"Apr 2, 1999 to Oct 1, 1999",spring 1999,Finished Airing,UNKNOWN,"Bandai Entertainment, Sentai Filmworks",Sunrise,Original,24 min per ep,R - 17+ (violence & profanity),5942.0,5166,77,4280.0,14699,https://cdn.myanimelist.net/images/anime/1157/91069.jpg
1137,Mushrambo,Shinzo,マシュランボー,6.93,"Adventure, Drama, Fantasy, Sci-Fi","In the world of Mushrambo, human life has all but come to an end. After a deadly virus threatened the extinction of mankind, a new race called the Enterrans was created to preserve life on Earth. However, relations between the Enterrans and their creators did not remain peaceful. Soon a war broke out with the Enterrans fighting against the humans and their robots. Ultimately the Enterrans were the victors of this conflict, renaming Earth as Enterra in honor of their victory.

Before the last vestiges of humanity fell, one of the few remaining scientists put his daughter, Yakumo Shindou, into a sleep chamber. His hope was that his daughter would one day reawaken and find the human sanctuary known as Shinzo, reviving humanity and restoring peace between humans and Enterrans. Centuries have passed since the war; Yakumo now awakens and meets an Enterran named Mashura who pledges to assist in her quest. Also joined by the Enterrans Sago and Kutal, the group must now work to locate Yakumo's missing memories and locate Shinzo. But not every Enterran is as kind as Yakumo's new friends and some are prepared to commit any atrocity to prevent the return of humanity.",TV,32.0,"Feb 5, 2000 to Sep 23, 2000",winter 2000,Finished Airing,"TV Asahi, Toei Advertising",Saban Entertainment,Toei Animation,Original,23 min per ep,PG - Children,4274.0,5040,77,7862.0,15622,https://cdn.myanimelist.net/images/anime/4/87702.jpg
1138,Medarot,Medabots,メダロット,7.08,"Adventure, Comedy, Sci-Fi","Medabots—powerful robots granted artificial intelligence through special ""medals""—serve at the whims of their owner. They are more commonly used in ""Robbatling,"" a popular combat sport where two medabots face off against one another. In its professional form, Medafighters use their Medabots to qualify for the World Tournament and fight amongst the elite to gain the title of champion.

Elementary schooler Ikki Tenryou has just gained his first Medabot: Metabee, an outdated model with no medal. Fortunately, however, Ikki manages to find a medal in the nearby river; but when Ikki places it into Metabee's head, the latter starts to exhibit strange behaviour. Short-tempered and rebellious, he refuses to obey Ikki's orders. However, to climb the ranks to the World Tournament, Ikki and Metabee must first learn to work together, no matter how difficult the prospect may seem…",TV,52.0,"Jul 2, 1999 to Jun 30, 2000",summer 1999,Finished Airing,"TV Tokyo, Nihon Ad Systems, Nelvana","ADV Films, Discotek Media, Shout! Factory",Bee Train,Game,24 min per ep,PG - Children,3628.0,2710,266,32040.0,57169,https://cdn.myanimelist.net/images/anime/1778/133514.jpg
1139,Monkey Magic,UNKNOWN,モンキーマジック,5.77,"Adventure, Fantasy","From out of the fires of space he was born... Kongo, a monkey made of stone, magically brought to life. 

Obsessed with a desire to learn and a need to be great, Kongo leaves his ""family"" on Flower Fruit Mountain in search of ancient knowledge and arcane wisdom. Not content to merely study and learn the mystical arts, Kongo masters the magic Jet Cloud, the first of his great weapons. 

With the power of the Jet Cloud, Kongo gains mastery of the air and returns to his adopted home just in time. Humans are laying claim to the monkeys` ancestral home. With his Jet Cloud and his newly-learned magical wisdom, Kongo defeats the humans and proclaims himself King of Flower Fruit Mountain. 

But in the Celestial Heavens, the gods are uneasy. A monkey defeating humans and declaring himself king? That cannot be allowed! They decide the monkeys must be taught a lesson and so they launch an attack on Kongo and all the monkeys of Flower Fruit Mountain. 

(Source: AniDB)",TV,13.0,"Sep 20, 1998 to Dec 13, 1998",fall 1998,Finished Airing,UNKNOWN,"Bandai Entertainment, Discotek Media",Group TAC,Novel,25 min per ep,PG - Children,9790.0,12857,4,323.0,930,https://cdn.myanimelist.net/images/anime/10/87838.jpg
1140,Giniro no Kami no Agito,Origin: Spirits of the Past,銀色の髪のアギト,7.06,"Adventure, Drama, Fantasy, Romance, Sci-Fi","Three hundred years ago, a genetic experiment gone wrong caused the mutation of all forests on Earth. Armed with consciousness, the vegetation sought to destroy all of humankind, and the war that ensued turned the planet into a hellish dystopia.

In the present day, Agito, a young boy, lives with his father in Neutral City—a village maintaining an uneasy truce with the neighboring forest. One day, Agito, on his way to collect water, becomes separated from his friend and stumbles upon a relic of the past: a girl sleeping in a mysterious machine.

Agito awakens the girl, Toola Cm Sacl, and introduces her to the village. But outside forces have ulterior motives for the girl, who holds the key to restore the Earth. Misguided by Shunack, a soldier from the old world hellbent on destroying the forest, Toola follows him despite Agito's warning. Determined to save Toola and unify humankind with the forest, Agito borrows the power of the forest and pursues her.",Movie,1.0,"Jan 7, 2006",UNKNOWN,Finished Airing,"GDH, Dentsu, Media Factory, Shochiku, Victor Entertainment, Yahoo! Japan, Asahi Broadcasting",Funimation,Gonzo,Original,1 hr 35 min,PG-13 - Teens 13 or older,3733.0,2380,191,35237.0,71704,https://cdn.myanimelist.net/images/anime/9/83824.jpg
1141,Palme no Ki,A Tree of Palme,パルムの樹,6.53,"Adventure, Drama, Fantasy, Romance","Palme is a puppet created by a man to care for his sickly wife. After her death Palme becomes paralyzed with sorrow, that is, until a woman being pursed happens to cross paths with Palme and his creator and ask them to deliver something precious to a sacred place called Tama. Palme, mistaking her for his masters late wife, accepts the request. This becomes his first step to becoming more human in order to understand his own feelings. 

(Source: ANN)",Movie,1.0,"Mar 16, 2002",UNKNOWN,Finished Airing,"Genco, Kadokawa Shoten",ADV Films,Palm Studio,Unknown,2 hr 16 min,PG-13 - Teens 13 or older,6210.0,6713,21,2716.0,7763,https://cdn.myanimelist.net/images/anime/12/12909.jpg
1142,Hachimitsu to Clover II,Honey and Clover II,ハチミツとクローバー II,8.2,"Drama, Romance","Back from his journey across Japan, Yuuta Takemoto reminisces about his college life so far. He has matured significantly since his second year and is motivated to move forward.

Feeling more confident than ever before, he finally confesses to Hagumi Hanamoto, the girl he has been in love with since their first encounter. However, Hagumi has been confused by her attempts to understand the mysterious Shinobu Morita. Hiding behind a playful demeanor, Morita may be the most burdened by his own potential. Meanwhile, Takumi Mayama has become a full-fledged working adult and has landed Ayumi Yamada several pottery orders through his company in an act of friendship.

The five youths continue to face individual hardships in academics, work, love, and friendship as they push each other toward the paths that they are destined to walk.",TV,12.0,"Jun 30, 2006 to Sep 15, 2006",summer 2006,Finished Airing,"Dentsu, Genco, Fuji TV, Asmik Ace, Sony Music Entertainment, Shueisha","VIZ Media, Discotek Media",J.C.Staff,Manga,23 min per ep,PG-13 - Teens 13 or older,348.0,1885,957,53261.0,104280,https://cdn.myanimelist.net/images/anime/6/11040.jpg
1143,.hack//Intermezzo,UNKNOWN,.hack//Intermezzo,6.52,"Adventure, Fantasy, Mystery, Sci-Fi","A virtual multiplayer online role-playing game exists known as ""The World."" In ""The World,"" there is an event held in the Dungeon of Nankoflank that Mimiru, a character in the game, undertakes with Bear, another character in the game. Mimiru confesses to Bear that she is not doing the event for the treasures or experiences, but for the memories and experiences of when she first started playing. The two later meet a certain character named Mimika, and together, the three proceed through quests and events as Mimiru learns the meaning of the game.",Special,1.0,"Mar 28, 2003",UNKNOWN,Finished Airing,UNKNOWN,Bandai Entertainment,Bee Train,Original,24 min,PG-13 - Teens 13 or older,6261.0,4297,6,11129.0,23051,https://cdn.myanimelist.net/images/anime/1844/131542.jpg
1144,Tenchi Muyou! in Love 2: Harukanaru Omoi,Tenchi Forever!,天地無用！　ｉｎ　ＬＯＶＥ２　遥かなる想い,7.2,"Drama, Romance, Sci-Fi","Tenchi runs off into the woods to spend some time alone after his friends have another argument. While lost in thought, he hears a voice coming from a camellia tree. Tenchi approaches it and vanishes through a portal.

Six months later, Tenchi still has not returned home. Though most have given up the idea of ever finding him, his friends refuse to lose hope and have split up into two teams. Aeka and Ryoukou remain on Earth to investigate while Washuu, Sasami, Kiyone, and Mihoshi comb the rest of the galaxy in search.

Their efforts eventually pay off when Tenchi's energy is picked up on their radar. However, the happy reunion will have to wait as the girls gear up for their biggest challenge yet—Tenchi seems to have completely forgotten them and is living happily with another woman. Instead of solving their problems, finding Tenchi has left them with even more questions.",Movie,1.0,"Apr 24, 1999",UNKNOWN,Finished Airing,"Genco, Pioneer LDC, Nippon Cultural Broadcasting","Funimation, Geneon Entertainment USA",AIC,Original,1 hr 35 min,R+ - Mild Nudity,3058.0,5011,21,7786.0,16011,https://cdn.myanimelist.net/images/anime/6/61773.jpg
1145,Kaze no Youjinbou,Kaze no Yojimbo,旋風の用心棒,7.13,"Action, Drama, Mystery","In search for Araki Genzo, George Kodama finds himself in the small town of Kimujuku. George quickly realizes that he is unwelcome and is warned to leave as soon as possible. With two rival syndicates roaming the streets and a dark violent past, the town of Kimujuku isn't what it appears to be. George challenges the town of Kimujuku in order to reveal the towns dark hidden past and discover the truth. 

(Source: ANN)",TV,25.0,"Oct 2, 2001 to Mar 26, 2002",fall 2001,Finished Airing,UNKNOWN,Bandai Entertainment,Pierrot,Original,23 min per ep,R - 17+ (violence & profanity),3402.0,5215,38,2933.0,14314,https://cdn.myanimelist.net/images/anime/2/67573.jpg
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,Tenchi Muyo! Ryo-Ohki: The Night Before The Carnival,天地無用！魎皇鬼 SPECIAL お祭り前日の夜！,7.31,"Comedy, Romance, Sci-Fi","After his recent battle in space, Tenchi Masaki believes that his fighting days are over. Unfortunately, his life is far from peaceful since Aeka Jurai Masaki and Ryouko Hakubi—the two women giving him the most grief—cannot seem to get along, continuing to fight over who gets to be Tenchi's lover. 

Since their usual romantic strategies fail, Aeka and Ryouko decide to research how to woo a man. After spending hours going through shoujo manga, the two decide to act like the girls they've read about and put Tenchi through various scenarios, with the hope that he will fall in love with one of them.",OVA,1.0,"Sep 25, 1993",UNKNOWN,Finished Airing,Pioneer LDC,"Funimation, Geneon Entertainment USA",AIC,Original,43 min,R+ - Mild Nudity,2453.0,5065,14,7851.0,15422,https://cdn.myanimelist.net/images/anime/1357/95308.jpg
1147,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,UNKNOWN,天地無用！魎皇鬼 第三期 天地晴朗なれど波高し？,7.19,"Action, Comedy, Sci-Fi","After a 'modified' ending to the Choubimaru incident, the punishments for the offending parties is metted-out, as well as a surprise marriage proposal by Misao to Mashisu. It almost didn't happen... until Mihoshi and Misao's mother Mitoto steps in and gives her and her family's approval, much to the dismay of FORMER G.P. Marshall Minami Kuramitsu. Otherwise, life goes on as usual for the Masaki clan. But soon when the question of how Tenchi's mother had died is presented, the answer nearly causes a rift between Tenchi, his father and his grandfather, for which only Tenchi's future mother-in-law Rea can solve... as well as the resolution of Noike's unusual secret. 

(Source: ANN)",OVA,1.0,"Sep 14, 2005",UNKNOWN,Finished Airing,VAP,Funimation,AIC,Original,30 min,PG-13 - Teens 13 or older,3067.0,5698,15,5285.0,11541,https://cdn.myanimelist.net/images/anime/9/23557.jpg
1148,Teito Monogatari,Doomed Megalopolis,帝都物語,5.9,"Horror, Supernatural","When an evil sorcerer bent on crushing the ""greatest city on earth"" uses dark powers to awaken the destructive spirit of Tokyo's historic ""guardian,"" Taira no Masakado, occultists, children, and scientists become embroiled in a ruinous struggle spanning two decades.

(Source: ANN)",OVA,4.0,"Sep 27, 1991 to Sep 25, 1992",UNKNOWN,Finished Airing,"Toei Video, Streamline Pictures","ADV Films, Media Blasters",Madhouse,Novel,47 min per ep,R+ - Mild Nudity,9266.0,6000,35,2741.0,10183,https://cdn.myanimelist.net/images/anime/3/88664.jpg
1149,Choujuushin Gravion Zwei,Super Heavy God Gravion Zwei,超重神グラヴィオンツヴァイ,6.63,"Action, Adventure, Comedy, Sci-Fi","After Gravion was able to use its ultimate attack, the Zeravire threat seemed to have temporary stopped. However when it rises back up all of a sudden, the Earth Gult and its trump card, the super robot Gravion, is needed to defend this world again. All this while, the EFA is planning to create their own weapons to counter the Zeravire, the Grand Trooper. Now as they attempt to fend off the Zeravire, the people of the Earth Gult and EFA must protect their future as well as confront their pasts, and unveil the mysteries of the Zeravire.

(Source: ANN)",TV,12.0,"Jan 9, 2004 to Mar 26, 2004",winter 2004,Finished Airing,UNKNOWN,ADV Films,Gonzo,Original,23 min per ep,R+ - Mild Nudity,5669.0,6356,14,3604.0,8859,https://cdn.myanimelist.net/images/anime/11/75167.jpg
1150,Legend of Crystania,Legend of Crystania,レジェンド・オブ・クリスタニア,5.95,"Action, Adventure, Fantasy, Supernatural","Dreams begin to haunt Lady Sheru -- dreams of her past life as Pirotesse. Her love, Ashram, is being tormented at the hands of the soul of Barbas posing as their former king, Beld of Marmo. Interpreting this as a plea for help, Sheru searches for a way to save him by entering the chaos realm using the Chaos Ring. Meanwhile, Redon and his friends are called to arms again as ancient creatures begin to appear after being sealed away for centuries. Both their paths will cross once again, and on their shoulders will the fate of Crystania lie. 
(Source: ANN)",OVA,3.0,"Nov 21, 1996 to Apr 23, 1997",UNKNOWN,Finished Airing,"Kadokawa Shoten, Marubeni",UNKNOWN,Triangle Staff,Unknown,45 min per ep,R - 17+ (violence & profanity),9044.0,7700,7,1820.0,5494,https://cdn.myanimelist.net/images/anime/9/2764.jpg
1151,Dominion,UNKNOWN,ドミニオン,6.87,"Comedy, Sci-Fi","Leona Ozaki joins Newport City's infamous Tank Police division. With aid of Al and her newly built mini-tank, Bonaparte, she wages war on Buaku and his cohorts, the Puma Sisters. 

(Source: ANN)",OVA,4.0,"May 27, 1988 to Aug 11, 1989",UNKNOWN,Finished Airing,Toshiba Entertainment,Central Park Media,Agent 21,Manga,37 min per ep,PG-13 - Teens 13 or older,4513.0,4906,58,7108.0,16949,https://cdn.myanimelist.net/images/anime/1450/110634.jpg
1152,New Dominion Tank Police,UNKNOWN,特捜戦車隊ドミニオン,6.89,"Comedy, Sci-Fi","In the follow up to Shirow's classic anime, Al, Leona and their trusty steed, Bonaparte, continue to fight crime in New Port City, alongside the rest of the Tank Police. But a new threat appears in the form of a series of terrorist attacks, using the latest weapons technology. The Tank Police are out-numbered and out-gunned, but Al and Leona set out to discover who or what is behind these attacks. With massive explosions and high-speed chases, Leona often causes more damage than the criminals she pursues.

(Source: ANN)",OVA,6.0,"Oct 20, 1993 to Oct 21, 1994",UNKNOWN,Finished Airing,Sanctuary,Maiden Japan,J.C.Staff,Manga,27 min per ep,PG-13 - Teens 13 or older,4447.0,5838,37,4620.0,10868,https://cdn.myanimelist.net/images/anime/1195/110635.jpg
1153,Crying Freeman,UNKNOWN,Cryingフリーマン,6.41,"Action, Drama, Romance","Yo Hinomura was an ordinary Japanese potter when a run-in with a Chinese mafia changed his life forever. Now an assassin for the 108 Dragons, Yo is the perfect killing machine. As a sign for remorse over his victims, he sheds tears after eliminating his targets. Because of this, he is infamously known by the Dragons and every crime syndicate in the world as ""Crying Freeman.""

(Source: ANN)",OVA,6.0,"Nov 25, 1988 to Feb 25, 1994",UNKNOWN,Finished Airing,UNKNOWN,"ADV Films, Discotek Media, Streamline Pictures",Toei Animation,Manga,51 min per ep,R+ - Mild Nudity,6813.0,5709,41,3682.0,11481,https://cdn.myanimelist.net/images/anime/13/37721.jpg
1154,Mother: Saigo no Shoujo Eve,E.Y.E.S. of Mars,MOTHER 最後の少女イヴ,5.44,"Adventure, Drama, Sci-Fi","The future is bleak and urbanized. A government super-power holds the keys to all the doors. Hope lies in a secret organization who kidnaps ""gifted"" children and teaches them to wield their ability to view the life energy of all living things. A young girl befriends a sempai, a street rat comes to rescue her, and two parents wait helplessly to see their daughter one last time...

(Source: AniDB)",Movie,1.0,"Dec 26, 1993",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,1 hr 15 min,PG-13 - Teens 13 or older,10959.0,11470,2,512.0,1492,https://cdn.myanimelist.net/images/anime/12/68115.jpg
1155,Melty Lancer,UNKNOWN,メルティランサー,6.13,"Adventure, Comedy, Sci-Fi","Meltylancer is a Galaxy Police Organization unit comprised by six girls, all of which who have their own special skills and talents. A year has passed since the unit's disbandment, but a new threat leaves the GPO no choice but to recall all the members. With a new commander and a new aide, Meltylancer is deployed once again. 

(Source: ANN)",OVA,6.0,"May 25, 1999 to May 25, 2000",UNKNOWN,Finished Airing,UNKNOWN,Bandai Entertainment,Gonzo,Game,28 min per ep,PG-13 - Teens 13 or older,8200.0,10162,5,749.0,2350,https://cdn.myanimelist.net/images/anime/5/20564.jpg
1156,I: Wish You Were Here,Zaion: I Wish You Were Here,i -wish you were here- ～あなたがここにいてほしい～,6.0,"Action, Drama, Mystery, Sci-Fi","In the future, a meteor crashes into Earth and brings with it a virulent form of life. This virus is known as M34 and attacks humans, turning them into vicious monsters. Most of the human population is wiped out, thus government agencies are formed to fight the virus. One of the groups, NOA, inserts nanomachines into the bodies of its soldiers; these machines allow them to transform and fight off the infected. Unfortunately, the virus mutates and becomes too strong for NOA to handle. Now the fate of the world rests in the hands of 16-year-old girl with the power to defeat the virus.

(Source: AniDB)",TV,4.0,"Oct 4, 2001 to Nov 24, 2001",fall 2001,Finished Airing,"GDH, Media Factory",ADV Films,Gonzo,Original,27 min per ep,R - 17+ (violence & profanity),8827.0,5964,12,3871.0,10328,https://cdn.myanimelist.net/images/anime/1610/94731.jpg
1157,Final Fantasy: Unlimited,UNKNOWN,ファイナルファンタジー：アンリミテッド,6.18,"Action, Adventure, Fantasy, Sci-Fi","Years ago, the opening of an interdimensional portal released two beasts into the skies over the Sea of Japan, visible to all the countries along the coast. After destroying the naval patrol sent to investigate the disturbance, the two beasts then turned against each other.

Witnessing the fight from Japan, scientists Joe and Marie Hayakawa were sucked into the rift. Upon returning to Earth, they compiled and published the academic findings from their voyage in a legendary book titled ''Day of Succession''. Attempting a second expedition to that other dimension twelve years later, the couple have not returned.

Twins Ai and Yu Hayakawa decide to set forth in search of their parents and the mysterious Wonderland they studied. In the ruins of an abandoned subway station, the two wait for a train to take them to the world beyond. On board they meet Lisa Pacifist, who quickly decides to aid the two in the search for their missing family. Can the three of them manage to find Joe and Marie?",TV,25.0,"Oct 2, 2001 to Mar 26, 2002",fall 2001,Finished Airing,"TV Tokyo, Dentsu, TV Tokyo Music",ADV Films,Gonzo,Game,24 min per ep,PG-13 - Teens 13 or older,7976.0,3484,78,16345.0,36032,https://cdn.myanimelist.net/images/anime/9/20919.jpg
1158,Geobreeders: File-X Chibi Neko Dakkan,Geobreeders: (File-X) Get Back The Kitty,ジオブリーダーズ　File-X　ちびねこ奪還,6.42,"Adventure, Comedy, Supernatural","Taba and the Girls of Kagura Total Security Inc. specialize in jobs where their enemy are ""Phantom Cats"". They have a few run ins with the various Government agencies, as well as a gang of Phantom Cats; blowing up a lot of stuff along the way. When one of their own is kidnapped, they have to get her back.

(Source: ANN)",OVA,3.0,"May 21, 1998 to Oct 21, 1998",UNKNOWN,Finished Airing,Victor Entertainment,Central Park Media,Chaos Project,Manga,30 min per ep,R+ - Mild Nudity,6763.0,9133,8,1300.0,3354,https://cdn.myanimelist.net/images/anime/3/28188.jpg
1159,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Geobreeders: Breakthrough,ジオブリーダーズ２ 魍魎遊撃隊,6.5,"Adventure, Comedy, Sci-Fi","Taba and the Girls of Kagura Total Security Inc. are at it again. This time they have to battle a Gang of Phantom Cats and a mysterious enemy and assassin. And there are the run ins with the Government, the need for a new office, as well as sorting out the past to deal with. Luckily, they've got a stock pile of weapons and super technology to help.

(Source: ANN)",OVA,4.0,"Jul 26, 2000 to Mar 23, 2001",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Chaos Project,Manga,25 min per ep,R+ - Mild Nudity,6389.0,10691,3,799.0,1988,https://cdn.myanimelist.net/images/anime/6/6610.jpg
